county Name,01,02,03,04,05,06,07,08,09,10,11,12
Abbeville,,,47.857142857142854,66.27586206896552,54.096774193548384,48.1,53.0,42.516129032258064,39.53333333333333,30.3,26.5,
Ada,27.225806451612904,25.96551724137931,32.064516129032256,54.43333333333333,47.74193548387097,65.2,69.29032258064517,60.483870967741936,39.0,34.70967741935484,41.0,37.774193548387096
Adair,30.066666666666666,42.84,45.241379310344826,57.63333333333333,45.193548387096776,42.310344827586206,48.935483870967744,54.483870967741936,67.83333333333333,40.645161290322584,30.785714285714285,31.677419354838708
Adams,37.48795180722892,40.753246753246756,36.22162162162162,43.5,41.82258064516129,38.674157303370784,46.215053763440864,47.36021505376344,42.46111111111111,36.037837837837834,33.18987341772152,37.43558282208589
Addison,29.818181818181817,49.0,43.63636363636363,28.9,37.1,30.7,42.2,46.5,27.6,30.6,29.4,30.1
Aiken,16.032258064516128,13.206896551724139,24.129032258064516,62.3,58.74193548387097,55.13333333333333,67.16129032258064,47.096774193548384,41.43333333333333,43.806451612903224,21.214285714285715,21.0
Alachua,39.87096774193548,37.0,60.225806451612904,68.96666666666667,58.03225806451613,37.5,49.935483870967744,36.096774193548384,33.357142857142854,42.03225806451613,40.233333333333334,32.12903225806452
Alamance,37.90909090909091,50.0,45.90909090909091,46.3,57.625,57.8,63.6,65.0,43.22222222222222,64.2,39.8,35.8
Alameda,64.7741935483871,45.86206896551724,42.25806451612903,49.6,43.064516129032256,42.36666666666667,44.32258064516129,49.83870967741935,52.86666666666667,43.45161290322581,63.6,64.03225806451613
Alamosa,24.20689655172414,25.275862068965516,24.580645161290324,24.2,30.967741935483872,28.620689655172413,19.161290322580644,17.806451612903224,18.1,14.533333333333333,22.3,21.677419354838708
Albany,33.52777777777778,39.205882352941174,38.77777777777778,40.57142857142857,41.916666666666664,46.285714285714285,49.333333333333336,45.189189189189186,34.25714285714286,30.36111111111111,28.057142857142857,31.72222222222222
Aleutians East ,9.0,16.555555555555557,15.363636363636363,14.0,9.1,7.7,6.5,14.0,8.0,15.3,15.6,8.9
Alexander,,,,57.833333333333336,46.645161290322584,40.63333333333333,45.74193548387097,46.29032258064516,41.9,29.096774193548388,,
Alexandria City,34.0,47.03448275862069,43.935483870967744,49.833333333333336,49.354838709677416,50.53333333333333,67.38709677419355,55.774193548387096,48.93333333333333,41.12903225806452,40.53333333333333,39.225806451612904
Allegan,40.0,60.035714285714285,43.70967741935484,50.1,49.45161290322581,55.833333333333336,64.80645161290323,51.096774193548384,64.93333333333334,38.45161290322581,34.241379310344826,40.064516129032256
Allegheny,63.354838709677416,78.72413793103448,72.29032258064517,69.4,78.61290322580645,79.83333333333333,87.09677419354838,85.38709677419355,87.03333333333333,79.58064516129032,70.26666666666667,66.09677419354838
Allen,15.82258064516129,22.586206896551722,17.919354838709676,48.21666666666667,48.29032258064516,49.53333333333333,54.064516129032256,44.87096774193548,57.833333333333336,38.96774193548387,26.75,29.758064516129032
Amador,18.64516129032258,31.620689655172413,36.903225806451616,51.43333333333333,60.38709677419355,69.63333333333334,66.16129032258064,77.29032258064517,67.93333333333334,39.064516129032256,23.066666666666666,20.35483870967742
Anchorage ,51.806451612903224,34.0,26.677419354838708,35.666666666666664,23.761904761904763,21.6,18.25,36.714285714285715,15.45,22.64516129032258,21.133333333333333,31.677419354838708
Anderson,,,46.291666666666664,60.5,54.0,51.083333333333336,56.61290322580645,51.450980392156865,42.05882352941177,29.967741935483872,,
Androscoggin,24.8,19.6,21.4,37.285714285714285,41.54838709677419,36.40909090909091,46.32258064516129,40.41935483870968,28.8,17.8,18.4,16.4
Anne Arundel,42.0,60.333333333333336,54.90909090909091,60.13333333333333,70.87096774193549,66.56666666666666,80.25806451612904,65.74193548387096,45.43333333333333,34.96774193548387,25.4,38.7
Anoka,47.193548387096776,57.48275862068966,48.96774193548387,45.666666666666664,50.54838709677419,47.3,57.58064516129032,47.354838709677416,55.4,39.54838709677419,44.3,37.87096774193548
Apache,16.93548387096774,17.82758620689655,28.677419354838708,24.766666666666666,29.451612903225808,33.166666666666664,13.6,10.636363636363637,10.0,18.516129032258064,15.166666666666666,19.870967741935484
Arapahoe,32.9,37.58620689655172,43.13333333333333,45.86206896551724,55.03225806451613,52.63333333333333,61.516129032258064,61.87096774193548,45.43333333333333,36.46666666666667,29.3,31.838709677419356
Archuleta,23.566666666666666,19.06896551724138,26.933333333333334,24.9,28.419354838709676,27.433333333333334,21.193548387096776,17.903225806451612,19.448275862068964,19.103448275862068,19.066666666666666,23.258064516129032
Arkansas,39.27272727272727,45.44444444444444,32.63636363636363,43.5,42.0,49.2,57.3,56.54545454545455,63.7,41.8,25.8,38.1
Arlington,37.774193548387096,48.827586206896555,44.16129032258065,55.233333333333334,63.193548387096776,58.36666666666667,75.45161290322581,63.774193548387096,45.833333333333336,40.774193548387096,41.9,39.67741935483871
Armstrong,,,,53.166666666666664,62.16129032258065,57.46666666666667,57.225806451612904,54.03225806451613,48.93333333333333,23.387096774193548,,
