State Name,01,02,03,04,05,06,07,08,09,10,11,12
Alabama,53.40568274193548,56.44736451785713,58.8290860483871,69.54952019999999,71.54563174193548,76.31020835,81.15985277419354,79.21018820967741,73.61330181666663,66.04469088709676,56.3327778,46.18655914516127
Alaska,-2.0972670107526876,6.831944440476189,1.9206717096774193,36.49351851111111,48.56760751612902,55.58100184523811,63.33718637634406,56.3023100752688,46.55262048888888,32.62610729032257,10.087540644444438,14.966409360215064
Arizona,49.09136184677421,55.94221256696433,64.64051704233871,67.79523809999993,73.70686525866049,87.31443862529837,83.98152240801889,83.837234656682,79.38774493571437,73.45509716532254,64.88227852192064,53.345138094758035
Arkansas,49.13440854838709,56.26785717857143,59.73790329032258,68.41343003333331,72.47177412903227,79.89583326666666,85.4166666451613,80.51881725806452,77.62777773333332,66.70483864516127,57.240277799999994,45.00268819354839
California,48.1270529744886,52.53820933372332,57.92014285385243,60.42093741558711,65.52650551209662,73.5676314822137,78.47040059116581,77.26427684731138,71.65097073690745,65.2968155830131,58.026615048970655,51.26310415968152
Colorado,28.56578766141734,38.34082244035676,46.38611104089584,47.520996429411774,54.64735308126199,69.03274223523525,72.4705304027371,68.01173944412332,61.52422823084572,48.172258414271575,43.27556803458796,31.993505450803198
Connecticut,35.93267366983374,37.70746230102043,36.15811134731934,52.31417709808607,57.436686412442384,67.87131491566268,72.5379319488372,70.77787143822843,66.98586109090908,60.5530930575,43.93268236410252,32.283565137157126
Country Of Mexico,58.24751341935485,64.69767075,73.51538975806452,78.52930556666666,82.37820687096773,93.20148608333335,97.5289651290323,97.42715056451615,86.68673609999999,80.59999995161289,71.48055558333336,60.230510725806454
Delaware,38.95295696774195,44.07886907142857,41.94284719354839,59.67777783333333,62.65188180645161,74.65277786666665,78.41427070967742,74.46587187096775,70.48073670000001,65.43361252631578,46.33333329411764,36.15860212903226
District Of Columbia,41.259498370967734,47.72763325,45.69972970967743,63.2402777333333,64.54388891935484,76.69113826666667,80.13065682258063,75.66976395161292,70.90704110000001,64.10550154838711,49.07890696666667,38.858158483870966
Florida,63.688172056451606,66.50372023214284,67.35382364406776,73.69498183333333,77.71920214049585,80.33568215517242,82.03417483870966,82.57584255645162,80.8510134,75.15575023333335,68.71865651764703,62.97474587356319
Georgia,50.92834438011696,54.41236844642855,56.1145740268817,66.2951657,69.98336856989243,75.04145030337082,78.6658477688172,77.15769764516129,71.86155383333332,63.898881887096834,53.81827881111105,46.286895827957
Hawaii,56.823099385964916,61.86045039473684,65.68055555913979,65.20879627777778,65.60887094623654,67.9463632962963,69.46460574193547,69.3313019247312,68.3618687,69.31344552702706,67.61319443333333,63.371217390243864
Idaho,21.317360788461524,33.075627852631555,42.644981884615355,46.11049323715416,55.81656434232367,63.659530725274706,73.95790741129028,71.37534556237627,60.654271657676304,45.788318532388615,39.08391274901963,27.75335702277039
Illinois,34.01843319354839,42.86721939285714,43.86508517050691,57.58617023414631,63.071866206030165,73.21063081407031,76.62223025806455,71.08214025462968,69.24695547428568,58.86904090860216,44.682551722222236,31.96072077717391
Indiana,34.27325148888887,42.08134730357147,42.40694539861752,57.52949886538469,61.3447462259508,72.15983250444448,74.79306199139789,70.61328139954341,67.49168001777785,58.03069713646529,43.3087487792793,30.01333533763444
Iowa,26.48409291315137,36.99360514010989,38.99174267990074,53.240170953846146,60.012547930521066,72.90412971351357,75.68733594044663,69.15222366004966,67.9493237846154,54.7635732311828,38.768269118541006,25.3965503422619
Kansas,35.001344129032255,47.08016299999999,50.590346,59.4638889,66.83467741935483,77.04306366666667,81.47936061290322,74.05954883870967,73.43926773333332,60.22820241935484,48.20138886666667,35.41666658064517
Kentucky,42.11397171464015,47.625542491758225,48.91792411166253,62.96467513151362,65.80998383451531,73.00990653571434,77.41573641705065,73.3351869193549,68.21228041190471,59.09068824654377,47.54693323809525,35.95945316129029
Louisiana,59.17403843956043,64.02296627380952,66.76183064516131,72.05361788888888,74.39534049462365,79.55813193333334,82.64820786021504,81.56932925806451,79.24634259999999,71.26494149462367,63.32222222222222,53.498118290322594
Maine,28.991321887096777,28.32142855357143,27.49786162903226,43.45625,49.873568258064516,60.04057971666667,64.68279567741936,64.52419358064516,61.075073149999994,55.120353721311474,37.843640603448286,22.903592403225804
Maryland,37.48057686570245,43.48339498437501,41.797128972043005,59.07493591982176,60.80780807543103,72.17894707111105,75.73970312903221,71.13559656681034,66.73230391999996,60.03830821720436,45.55434199319727,34.201804392241364
Massachusetts,33.851813367245605,35.44873785989007,33.322171635235726,51.34886408461541,56.46022355949368,68.28150908717946,71.6845157717122,70.23844265260541,66.05153752820512,59.666503191066994,42.289304584615394,28.382566342431765
Michigan,29.673917447900433,35.354506716595765,34.876369503858065,51.72510599516907,57.053351982073266,69.21737378792687,72.17743614592938,68.67697322427036,65.22618426904761,56.040915779830684,39.62965112926829,25.803111710236294
Minnesota,18.171371016129026,25.451636892857145,30.162634354838712,46.50902778333333,55.68145166129032,68.4868055,72.86336311290322,66.12029572580646,62.87152771666668,50.16764701960784,31.348284977777777,12.93189660344827
Mississippi,55.63709680645162,60.26065057142858,63.15073316129033,69.86986120000002,72.94927925806452,78.01944440000001,82.95560422580645,80.40497309677419,77.55013883333332,69.31998851612903,60.251666666666665,49.33615593548388
Missouri,35.978231350125945,47.18320603256445,49.10503158064513,60.492404509523794,66.56324296987957,76.25779535833341,81.1283234895349,73.99300314648214,72.28914681428571,60.25119818317974,47.872559669135846,34.961876437275954
Montana,14.355452306451616,25.644720749999994,37.32293290725807,43.12158198717947,54.29351717669172,63.17409199236638,74.33028565949823,67.46462005734763,56.64278657777777,42.889602557620805,32.57135091481481,20.768465813620068
Nebraska,27.763172032258062,39.028124928571415,42.40443541935485,53.84277786666668,63.26962367741934,75.76013889999999,79.78642477419352,71.97755377419355,70.55861103333332,58.624826375,42.315347233333334,28.815053677419357
Nevada,41.647262521505425,49.52318776388894,57.41133360143629,61.68853654682281,70.86639937315881,84.19018497495827,88.75054712439416,85.38691541612897,74.38865781636055,62.73396511111111,55.42145033148148,44.28687186714539
New Hampshire,29.423081183870963,30.935627798561143,29.91762530150752,49.06126983055554,54.95881879472139,66.19733047575762,69.19047880938423,67.2681618504399,64.50004399090906,56.98143959514172,37.97590305833333,23.095474899641566
