State Name,01,02,03,04,05,06,07,08,09,10,11,12
Alaska,1.2976274516129023,23.265527999999996,6.560191677419356,31.022403366666666,42.86480829032257,54.6888889,56.25335251724138,51.25697862068965,45.0420255,22.137820384615388,21.47395820833333,4.937854806451611
Arizona,47.947488857142844,50.420833329896915,60.92003936866358,61.734027264705915,74.93450712796206,79.79143126829271,82.96528017050697,81.27427004265395,80.64143218348629,65.85776442561982,56.814938095833355,44.6390602862903
California,49.060295367924546,50.88631836257702,56.87291188846779,59.14489122011552,68.36807462512877,67.83885098497446,71.45326775407777,72.99344610686843,71.80547970160477,62.010446762846684,56.32868353878969,47.88988570594775
Colorado,28.813033921023376,30.555768443645114,42.84063913390013,41.05517263517913,55.71330078069258,65.49854463566746,70.32642916454351,67.43817521208796,62.48808546333338,49.69223645350045,35.212943044086025,30.089660572774896
Connecticut,29.813268328828823,36.900601436450835,37.935673842672436,47.51199436888892,55.77390169892477,67.67813972666661,71.89303378494628,69.87885833333327,63.88216126888893,52.90084024053452,40.99718360730594,34.95496804516128
Country Of Mexico,54.97429174180328,56.71559256595743,62.736752359183654,65.2192039161074,75.27187150613491,76.69681972644376,79.61364645373142,82.2939058754448,80.21355632653055,70.10135876129033,62.994396403333326,54.146148335483865
Delaware,,,,,58.47043006451614,63.19314413333335,75.27284941935484,71.71774193548387,63.840277799999996,53.637096838709674,42.6472222,38.03091396774194
District Of Columbia,35.406381419354844,42.91369053571428,46.98445538709678,53.58249990000001,60.53315412903226,72.4614735,78.54838706451613,75.86693554838709,69.01527776666667,58.64650532258065,46.176388833333334,40.744156129032255
Florida,64.08572932258065,70.30483346428571,72.01881719354839,72.95688413333332,77.0034479032258,80.28925286666666,80.43951612903226,79.70548825806452,78.3361111,74.76361616129033,70.52083346666664,66.39516129032258
Georgia,44.038134806722674,48.53119042201833,58.68949281451613,56.8752065,64.14014885483874,70.1178087,77.52953210743803,74.4143374576271,69.3956437522124,60.55397184166669,46.834883111111125,42.26133974193548
Hawaii,58.97446232258064,57.14013971428572,58.37903225806452,58.66044683333334,60.7620968064516,62.14722216666667,62.94086022580645,63.40860216129032,62.63472216666666,61.547043129032254,59.82330926666666,56.34005377419355
Idaho,21.614080916666666,27.037399441860465,37.22259736,43.67222220000001,58.37643385714287,62.34039527272727,68.11572957894737,69.00949849180327,60.77581523333333,45.12500003225806,33.411805566666665,21.929435483870968
Illinois,,,,,52.26608500000002,65.724035789916,71.46128449193552,68.46687512096777,64.06144325833334,61.44086441304348,,
Indiana,25.23634048192774,35.78102708163265,43.32201895586532,49.222959812113764,57.585293498257826,69.74294856115108,74.73185898068176,71.40384349999998,66.24517289404768,55.61772828014188,40.328317932934155,34.03333482810684
Kentucky,32.17688868914958,41.558643842622935,47.14094983692307,50.476893506060605,58.77465207297299,68.99343565229888,76.991143120743,73.80601550146622,67.91006781345565,57.22331785054351,43.88616375498574,37.45911704569891
Louisiana,51.46001088172042,55.42933804761907,65.02670251612905,63.44814818888891,72.86786694382029,80.09280944186042,81.71243833333334,80.3284253010752,78.05557991111111,67.59783322580648,55.83645932222223,50.70986525806451
Maine,17.69007730875576,23.00747175,26.44934722580645,39.30169835051547,48.26165231797237,60.74254049514563,66.20633750980392,63.59113608411213,56.48774994764398,44.88013000000002,33.98845674712644,25.093248091891898
Maryland,33.23903347580646,41.49485239784946,44.350671508196704,50.75100177777776,59.14240359803926,70.11195132608691,76.60591244329895,72.93746006227109,65.90024785873605,55.96065387813617,43.94036193333333,38.45114541935484
Massachusetts,27.051508785294107,34.68922925974027,35.357579258064526,46.08742884735202,54.86563814193546,68.13410209935894,71.90281477272727,69.02514138109757,62.340041703030224,50.75453712609969,39.420634621212145,33.426149653958966
Michigan,22.823089801295914,29.161599203791468,34.39916813825755,43.49648253110052,49.70510339502329,68.12042121070228,70.43683303727717,66.21403085645157,61.742057451505,51.426141212678885,37.03619357883367,32.023488950920246
Minnesota,7.637768774193549,18.03469894594595,26.632209201612902,40.55594949166666,50.08304806250002,67.3236111,68.10812423655912,64.8045007173913,59.49477018888887,45.56774026881721,25.87149753333334,23.815431677419355
Missouri,26.45178821290322,37.19064440714287,46.85403223870967,50.39497824000001,60.81081923225805,71.24072775182479,79.45449734920635,76.05091949006625,69.42500000666665,57.76890500649352,41.997777779999986,34.50779571612903
Montana,18.541449034825884,29.869929119419645,36.47232581937435,37.934730245702745,53.86062924853231,62.383061645981705,67.11609745376958,67.52058573469391,61.27621284527219,46.71868672776282,34.01869400278941,29.139396327027
Nevada,29.126344032258068,28.133928607142852,41.44489241935485,40.324634466666666,57.021505322580644,62.977415533333335,69.47446225806452,72.76612893548388,60.49722223333333,49.15188177419354,38.35555553333334,26.5493805483871
