State Name,01,02,03,04,05,06,07,08,09,10,11,12
Alabama,39.02980132450331,41.653284671532845,43.39488117001828,59.51607142857143,48.78621908127209,50.40497335701598,43.92832167832168,50.401709401709404,56.23529411764706,47.72835314091681,36.894259818731115,31.455357142857142
Alaska,31.74436090225564,26.93388429752066,30.5,30.393939393939394,29.574257425742573,21.038095238095238,20.517241379310345,19.045454545454547,19.011904761904763,22.734375,23.566929133858267,28.96875
Arizona,44.65467625899281,39.284584980237156,43.20284697508897,58.073089700996675,75.33738601823708,64.19047619047619,75.81039755351682,65.75,57.32258064516129,53.391849529780565,41.41818181818182,42.36594202898551
Arkansas,37.64808362369338,36.84870848708487,42.01960784313726,48.96949152542373,47.08417508417509,49.02749140893471,45.62676056338028,53.83157894736842,46.73992673992674,43.242105263157896,33.745318352059925,30.42293906810036
California,47.18455497382199,61.17935578330893,55.57832898172324,58.230972865651886,67.95104895104895,79.43762376237623,85.9297124600639,74.73640960809102,80.56282722513089,65.92210259658012,46.886468646864685,43.842071611253196
Canada,14.40677966101695,21.818181818181817,19.196428571428573,25.975609756097562,22.584269662921347,22.022727272727273,19.494505494505493,22.967032967032967,16.4,18.866666666666667,20.88135593220339,21.24590163934426
Colorado,30.029827315541603,27.88214904679376,32.90030211480362,36.65015479876161,38.943065693430654,41.63499245852187,58.650584795321635,48.26080691642651,32.92484662576687,34.166666666666664,28.630990415335464,30.357927786499214
Connecticut,52.044642857142854,52.63725490196079,51.23684210526316,51.869565217391305,44.09216589861751,69.41826923076923,76.036866359447,61.65898617511521,39.39523809523809,41.05309734513274,47.850467289719624,42.39823008849557
Country Of Mexico,94.80597014925372,76.37704918032787,79.58208955223881,98.52307692307693,92.38805970149254,85.24074074074075,73.44776119402985,72.76470588235294,84.07692307692308,83.35820895522389,77.87692307692308,86.38805970149254
Delaware,66.01960784313725,67.31372549019608,67.3529411764706,59.233333333333334,49.70967741935484,82.63333333333334,77.6989247311828,65.68817204301075,46.59550561797753,50.10752688172043,53.815384615384616,61.1
